,combinatory,Stat_ttest,p_ttest,df_ttest,Stat_wctest,p_wctest,Stat_kstest,p_kstest,Stat_mutest,p_mutest,index_ttest,index_wctest,index_kstest,index_mutest
2778,"(48, 67)",0.7324938872271848,0.46523462299659546,125.35042770349284,2172.0,0.9587464994102973,0.22580645161290322,0.01744348649521118,3954.0,0.3133881517930074,1,1,0,1
2779,"(48, 68)",0.716872762070046,0.4747789715176778,126.03695732265592,2167.0,0.9434894900758423,0.21505376344086022,0.02710788651104582,3948.0,0.30563022018191666,1,1,0,1
2780,"(48, 69)",0.60367093935779,0.547123288618798,128.90250026998032,2043.0,0.5850624552263952,0.1827956989247312,0.08941479770378853,3931.0,0.28426444935957584,1,1,1,1
2781,"(48, 70)",0.44939773650308196,0.6537536547653606,159.80907146861583,2172.0,0.9587462724920045,0.11827956989247312,0.5335084608160066,4115.0,0.569105488230965,1,1,1,1
2782,"(48, 71)",0.697334923651357,0.486896067109409,124.24219386514514,2077.5,0.6790108968408861,0.25806451612903225,0.004085132093109034,3889.5,0.23652308428388813,1,1,0,1
2783,"(48, 72)",0.7604180628567927,0.4483907805077795,129.14594962027724,2137.5,0.8540784440940342,0.18279569892473116,0.08941479770378861,4019.0,0.40598138575350873,1,1,1,1
2784,"(48, 73)",0.7210417795002979,0.47227337356692656,121.11110020123897,2059.5,0.6292482616347668,0.2043010752688172,0.041230293613639675,3931.5,0.2849771089211157,1,1,0,1
2785,"(48, 74)",-0.9406848464177905,0.3482246648456474,167.05005887316943,1881.5,0.24409341999707568,0.11827956989247312,0.5335084608160066,4104.0,0.5486657596385791,1,1,1,1
2786,"(48, 75)",,,,2033.0,0.559001699934172,0.13978494623655913,0.32356500602640936,4068.0,0.485115316790384,1,1,1,1
2787,"(48, 76)",0.4146749005921069,0.6789485398617385,156.28806396531374,1992.5,0.45960411758032726,0.13978494623655918,0.3235650060264089,4060.5,0.47280352372173107,1,1,1,1
2788,"(48, 77)",0.4144039635935235,0.6791023468822767,169.46829158006852,2184.0,0.9954142209276473,0.10752688172043012,0.655429386457258,4127.0,0.5913921029675839,1,1,1,1
2789,"(48, 78)",0.3823795513213167,0.7026924046289457,158.40424280298575,2050.0,0.6036322678464721,0.12903225806451618,0.4210978127131912,4091.0,0.5255563076042609,1,1,1,1
2790,"(48, 79)",0.4454123899583641,0.6566099575030945,163.7737220742161,2119.5,0.8003555195035016,0.0967741935483871,0.7765024241168355,4169.0,0.6727203679611982,1,1,1,1
2791,"(48, 80)",0.30241766434194944,0.7626927201219241,175.0527716739395,2125.0,0.8166843365373708,0.12903225806451613,0.4210978127131917,4180.0,0.6947301920895756,1,1,1,1
2792,"(48, 81)",0.5264587302681054,0.5993976945234678,140.82856829565333,2143.0,0.8706413306654115,0.18279569892473116,0.08941479770378861,3998.5,0.37504614478885234,1,1,1,1
2793,"(49, 50)",-0.5447970752809771,0.5866390443584892,162.7024397769186,2161.0,0.9252089434830416,0.09677419354838712,0.7765024241168351,4218.5,0.773795926549209,1,1,1,1
2794,"(49, 51)",0.2591290718783262,0.7958468337847289,171.27486856347383,2157.0,0.9130429773056166,0.1075268817204301,0.6554293864572585,4235.0,0.8084276196984936,1,1,1,1
2795,"(49, 52)",-0.45561786427370815,0.6492067955455156,182.375383426236,2093.5,0.724457404922829,0.15053763440860216,0.2426399621888428,4179.0,0.6928596756197622,1,1,1,1
2796,"(49, 53)",-0.5541229544324475,0.5802465248608328,164.6479081078807,2155.0,0.9069675496413041,0.10752688172043018,0.6554293864572573,4365.5,0.9121385827613115,1,1,1,1
2797,"(49, 54)",-0.8933540191670741,0.37315570335525383,144.24135059420982,2053.5,0.6130175644052178,0.17204301075268824,0.1274794396665772,4317.0,0.9847850282949147,1,1,1,1
2798,"(49, 55)",-0.11622830959195955,0.9076065227391873,172.85615415149474,2083.0,0.6945106327546543,0.07526881720430106,0.9548210883333181,4396.0,0.8466355148416452,1,1,1,1
2799,"(49, 56)",-0.7533488786488562,0.45246827874633433,144.23003182286737,2118.5,0.7973972522834417,0.16129032258064524,0.17783264409307795,4400.5,0.8370352322347594,1,1,1,1
2800,"(49, 57)",-0.4466552287710806,0.6557517903573314,153.92408158958975,2049.0,0.6009635514412831,0.12903225806451615,0.4210978127131916,4401.5,0.8349096745486413,1,1,1,1
